Value_9362,Value_9363,Value_9364,Value_9365,Value_9366,Value_9367,Value_9371,Value_9372,BaseTimeStamp,BaseDateTime
72.0,18.0,42.0,40.0,65.0,91.0,63.0,63.0,1665625920.0,2022-10-13 01:52:00
71.0,17.0,42.0,45.0,53.0,96.0,63.0,63.0,1665636383.0,2022-10-13 04:46:23
66.0,17.0,47.0,38.0,65.0,94.0,63.0,63.0,1666067800.0,2022-10-18 04:36:40
67.0,17.0,44.0,42.0,57.0,94.0,64.0,64.0,1666079882.0,2022-10-18 07:58:02
71.0,18.0,44.0,35.0,59.0,91.0,64.0,63.0,1666090806.0,2022-10-18 11:00:06
73.0,19.0,44.0,30.0,60.0,94.0,63.0,63.0,1666101108.0,2022-10-18 13:51:48
73.0,18.0,45.0,32.0,60.0,94.0,63.0,63.0,1666111088.0,2022-10-18 16:38:08
76.0,18.0,42.0,28.0,63.0,98.0,63.0,63.0,1666121521.0,2022-10-18 19:32:01
72.0,19.0,43.0,35.0,67.0,101.0,63.0,63.0,1666132347.0,2022-10-18 22:32:27
64.0,17.0,44.0,35.0,56.0,94.0,64.0,63.0,1665830730.0,2022-10-15 10:45:30
64.0,18.0,45.0,32.0,55.0,94.0,63.0,63.0,1665841320.0,2022-10-15 13:42:00
66.0,18.0,42.0,31.0,58.0,95.0,62.0,62.0,1665852871.0,2022-10-15 16:54:31
68.0,18.0,44.0,35.0,66.0,97.0,63.0,63.0,1665862438.0,2022-10-15 19:33:58
70.0,19.0,42.0,34.0,66.0,97.0,63.0,63.0,1665873156.0,2022-10-15 22:32:36
72.0,17.0,41.0,34.0,64.0,90.0,63.0,63.0,1665884482.0,2022-10-16 01:41:22
72.0,17.0,41.0,38.0,55.0,90.0,63.0,63.0,1665895161.0,2022-10-16 04:39:21
72.0,18.0,47.0,39.0,58.0,92.0,65.0,64.0,1665905566.0,2022-10-16 07:32:46
68.0,17.0,47.0,35.0,56.0,91.0,63.0,63.0,1665916417.0,2022-10-16 10:33:37
68.0,18.0,45.0,40.0,59.0,98.0,63.0,63.0,1665928289.0,2022-10-16 13:51:29
72.0,18.0,44.0,37.0,59.0,104.0,64.0,63.0,1665938876.0,2022-10-16 16:47:56
72.0,18.0,44.0,34.0,63.0,102.0,63.0,63.0,1665948945.0,2022-10-16 19:35:45
70.0,19.0,46.0,31.0,58.0,102.0,63.0,63.0,1666175795.0,2022-10-19 10:36:35
74.0,19.0,46.0,31.0,61.0,103.0,63.0,63.0,1666188560.0,2022-10-19 14:09:20
72.0,18.0,45.0,37.0,57.0,107.0,63.0,63.0,1666197114.0,2022-10-19 16:31:54
73.0,18.0,43.0,38.0,57.0,102.0,63.0,63.0,1666208046.0,2022-10-19 19:34:06
78.0,18.0,39.0,38.0,57.0,91.0,63.0,63.0,1666219324.0,2022-10-19 22:42:04
78.0,18.0,39.0,38.0,53.0,90.0,63.0,63.0,1666229638.0,2022-10-20 01:33:58
67.0,18.0,43.0,35.0,52.0,94.0,64.0,64.0,1666251156.0,2022-10-20 07:32:36
68.0,19.0,43.0,34.0,65.0,98.0,63.0,63.0,1665344064.0,2022-10-09 19:34:24
69.0,18.0,41.0,38.0,55.0,94.0,63.0,63.0,1666326852.0,2022-10-21 04:34:12
68.0,18.0,41.0,29.0,55.0,94.0,64.0,63.0,1666337528.0,2022-10-21 07:32:08
70.0,18.0,43.0,29.0,59.0,104.0,64.0,63.0,1666348311.0,2022-10-21 10:31:51
70.0,18.0,43.0,33.0,59.0,110.0,63.0,63.0,1666359330.0,2022-10-21 13:35:30
70.0,18.0,43.0,33.0,60.0,114.0,63.0,63.0,1666370817.0,2022-10-21 16:46:57
75.0,18.0,43.0,38.0,70.0,102.0,63.0,63.0,1666380760.0,2022-10-21 19:32:40
71.0,17.0,37.0,41.0,66.0,92.0,63.0,63.0,1666392255.0,2022-10-21 22:44:15
72.0,17.0,43.0,32.0,56.0,96.0,63.0,63.0,1666683140.0,2022-10-25 07:32:20
67.0,19.0,43.0,33.0,59.0,103.0,63.0,63.0,1666694267.0,2022-10-25 10:37:47
72.0,19.0,45.0,33.0,59.0,108.0,63.0,63.0,1666704724.0,2022-10-25 13:32:04
70.0,19.0,41.0,33.0,63.0,115.0,63.0,63.0,1666715539.0,2022-10-25 16:32:19
70.0,17.0,41.0,34.0,66.0,107.0,63.0,63.0,1666727983.0,2022-10-25 19:59:43
72.0,17.0,37.0,34.0,68.0,98.0,63.0,63.0,1666738103.0,2022-10-25 22:48:23
66.0,17.0,40.0,42.0,59.0,92.0,63.0,63.0,1666747919.0,2022-10-26 01:31:59
72.0,18.0,40.0,34.0,62.0,108.0,64.0,63.0,1666987153.0,2022-10-28 19:59:13
68.0,17.0,39.0,33.0,66.0,95.0,63.0,63.0,1666997714.0,2022-10-28 22:55:14
73.0,17.0,40.0,38.0,56.0,89.0,63.0,63.0,1667007323.0,2022-10-29 01:35:23
65.0,17.0,43.0,36.0,61.0,96.0,63.0,63.0,1667018329.0,2022-10-29 04:38:49
65.0,17.0,44.0,32.0,60.0,98.0,63.0,63.0,1667028734.0,2022-10-29 07:32:14
67.0,17.0,44.0,35.0,57.0,98.0,63.0,63.0,1667040098.0,2022-10-29 10:41:38
71.0,17.0,45.0,38.0,57.0,101.0,63.0,63.0,1667050732.0,2022-10-29 13:38:52
68.0,17.0,45.0,38.0,60.0,107.0,63.0,63.0,1667061310.0,2022-10-29 16:35:10
70.0,17.0,42.0,39.0,59.0,90.0,63.0,63.0,1667084759.0,2022-10-29 23:05:59
65.0,19.0,45.0,34.0,62.0,106.0,63.0,63.0,1666446121.0,2022-10-22 13:42:01
74.0,19.0,43.0,34.0,66.0,96.0,63.0,63.0,1666456867.0,2022-10-22 16:41:07
74.0,18.0,43.0,35.0,66.0,98.0,63.0,63.0,1666467424.0,2022-10-22 19:37:04
72.0,17.0,40.0,36.0,58.0,85.0,63.0,63.0,1666477966.0,2022-10-22 22:32:46
67.0,17.0,44.0,39.0,60.0,94.0,63.0,63.0,1666488829.0,2022-10-23 01:33:49
67.0,18.0,43.0,40.0,57.0,95.0,63.0,63.0,1666500387.0,2022-10-23 04:46:27
71.0,18.0,45.0,37.0,57.0,97.0,63.0,63.0,1666511141.0,2022-10-23 07:45:41
70.0,18.0,42.0,34.0,59.0,100.0,63.0,63.0,1666522237.0,2022-10-23 10:50:37
67.0,18.0,42.0,33.0,58.0,106.0,63.0,63.0,1666532397.0,2022-10-23 13:39:57
68.0,18.0,44.0,33.0,62.0,105.0,63.0,63.0,1666542860.0,2022-10-23 16:34:20
71.0,18.0,44.0,31.0,62.0,105.0,63.0,63.0,1666554046.0,2022-10-23 19:40:46
73.0,18.0,37.0,33.0,55.0,95.0,63.0,63.0,1666564970.0,2022-10-23 22:42:50
70.0,18.0,38.0,33.0,62.0,99.0,63.0,63.0,1666576235.0,2022-10-24 01:50:35
70.0,18.0,38.0,33.0,60.0,98.0,63.0,63.0,1666587544.0,2022-10-24 04:59:04
70.0,17.0,38.0,32.0,55.0,96.0,64.0,63.0,1666597288.0,2022-10-24 07:41:28
68.0,18.0,45.0,35.0,62.0,99.0,63.0,63.0,1666618311.0,2022-10-24 13:31:51
70.0,18.0,42.0,32.0,69.0,102.0,64.0,64.0,1666802326.0,2022-10-26 16:38:46
70.0,18.0,43.0,33.0,62.0,95.0,63.0,63.0,1666813007.0,2022-10-26 19:36:47
68.0,17.0,43.0,38.0,56.0,91.0,63.0,63.0,1666823536.0,2022-10-26 22:32:16
67.0,17.0,36.0,35.0,61.0,90.0,63.0,63.0,1666834291.0,2022-10-27 01:31:31
68.0,17.0,42.0,42.0,60.0,92.0,63.0,63.0,1666845891.0,2022-10-27 04:44:51
64.0,16.0,42.0,33.0,59.0,102.0,64.0,63.0,1666857956.0,2022-10-27 08:05:56
67.0,17.0,42.0,38.0,62.0,107.0,63.0,63.0,1666866763.0,2022-10-27 10:32:43
66.0,17.0,45.0,35.0,60.0,98.0,63.0,63.0,1666878636.0,2022-10-27 13:50:36
70.0,18.0,46.0,35.0,60.0,104.0,63.0,63.0,1666888366.0,2022-10-27 16:32:46
68.0,17.0,43.0,30.0,60.0,92.0,63.0,63.0,1666899208.0,2022-10-27 19:33:28
70.0,19.0,43.0,31.0,65.0,95.0,63.0,63.0,1666920972.0,2022-10-28 01:36:12
70.0,19.0,45.0,40.0,60.0,88.0,63.0,63.0,1666932513.0,2022-10-28 04:48:33
70.0,17.0,44.0,35.0,60.0,98.0,63.0,63.0,1667126089.0,2022-10-30 10:34:49
68.0,17.0,46.0,32.0,68.0,104.0,63.0,63.0,1667136844.0,2022-10-30 13:34:04
70.0,18.0,44.0,37.0,65.0,101.0,64.0,63.0,1667147883.0,2022-10-30 16:38:03
72.0,18.0,44.0,35.0,61.0,96.0,63.0,63.0,1667158314.0,2022-10-30 19:31:54
68.0,17.0,43.0,39.0,60.0,96.0,63.0,63.0,1667169537.0,2022-10-30 22:38:57
71.0,16.0,43.0,37.0,53.0,94.0,63.0,63.0,1667191154.0,2022-10-31 04:39:14
69.0,17.0,40.0,37.0,62.0,100.0,63.0,63.0,1667277588.0,2022-11-01 04:39:48
67.0,17.0,40.0,37.0,59.0,99.0,63.0,63.0,1667288729.0,2022-11-01 07:45:29
66.0,18.0,43.0,39.0,62.0,108.0,63.0,63.0,1667299355.0,2022-11-01 10:42:35
68.0,18.0,43.0,32.0,62.0,114.0,64.0,64.0,1667309838.0,2022-11-01 13:37:18
74.0,18.0,40.0,38.0,64.0,114.0,63.0,63.0,1667321127.0,2022-11-01 16:45:27
70.0,17.0,38.0,34.0,69.0,110.0,63.0,63.0,1667331776.0,2022-11-01 19:42:56
71.0,16.0,35.0,30.0,67.0,100.0,63.0,63.0,1667343296.0,2022-11-01 22:54:56
70.0,16.0,35.0,34.0,61.0,98.0,63.0,63.0,1667352827.0,2022-11-02 01:33:47
65.0,16.0,36.0,40.0,59.0,107.0,63.0,63.0,1668022525.0,2022-11-09 19:35:25
65.0,17.0,36.0,36.0,58.0,102.0,63.0,63.0,1668033892.0,2022-11-09 22:44:52
72.0,18.0,35.0,42.0,59.0,105.0,63.0,63.0,1668045211.0,2022-11-10 01:53:31
66.0,18.0,34.0,37.0,58.0,104.0,63.0,63.0,1668055206.0,2022-11-10 04:40:06
67.0,17.0,37.0,35.0,57.0,103.0,63.0,63.0,1668066772.0,2022-11-10 07:52:52
67.0,17.0,35.0,34.0,57.0,109.0,64.0,64.0,1668076398.0,2022-11-10 10:33:18
70.0,18.0,41.0,34.0,60.0,104.0,64.0,63.0,1668087498.0,2022-11-10 13:38:18
69.0,18.0,35.0,34.0,58.0,107.0,63.0,63.0,1668098053.0,2022-11-10 16:34:13
72.0,18.0,35.0,34.0,62.0,112.0,63.0,63.0,1668109706.0,2022-11-10 19:48:26
73.0,18.0,35.0,33.0,67.0,114.0,63.0,63.0,1668121374.0,2022-11-10 23:02:54
74.0,18.0,36.0,34.0,61.0,109.0,63.0,63.0,1668130335.0,2022-11-11 01:32:15
69.0,18.0,34.0,35.0,58.0,110.0,64.0,63.0,1668411176.0,2022-11-14 07:32:56
73.0,17.0,36.0,36.0,60.0,111.0,63.0,63.0,1668422454.0,2022-11-14 10:40:54
73.0,17.0,35.0,36.0,57.0,114.0,63.0,63.0,1668432829.0,2022-11-14 13:33:49
67.0,17.0,35.0,38.0,61.0,112.0,63.0,63.0,1668444005.0,2022-11-14 16:40:05
67.0,17.0,32.0,41.0,66.0,121.0,63.0,63.0,1668455089.0,2022-11-14 19:44:49
67.0,17.0,32.0,36.0,66.0,120.0,63.0,63.0,1668465249.0,2022-11-14 22:34:09
68.0,17.0,30.0,41.0,69.0,117.0,63.0,63.0,1668476027.0,2022-11-15 01:33:47
71.0,18.0,32.0,39.0,68.0,119.0,63.0,63.0,1668486843.0,2022-11-15 04:34:03
73.0,17.0,33.0,32.0,63.0,112.0,63.0,63.0,1668498655.0,2022-11-15 07:50:55
74.0,18.0,35.0,37.0,65.0,111.0,64.0,63.0,1668509293.0,2022-11-15 10:48:13
69.0,17.0,35.0,36.0,65.0,110.0,63.0,63.0,1668519247.0,2022-11-15 13:34:07
68.0,17.0,35.0,35.0,68.0,114.0,63.0,63.0,1668530208.0,2022-11-15 16:36:48
70.0,17.0,32.0,36.0,68.0,113.0,63.0,63.0,1668540957.0,2022-11-15 19:35:57
64.0,17.0,32.0,32.0,71.0,114.0,63.0,63.0,1668552064.0,2022-11-15 22:41:04
72.0,16.0,30.0,35.0,71.0,113.0,63.0,63.0,1668562500.0,2022-11-16 01:35:00
70.0,16.0,30.0,36.0,66.0,110.0,63.0,63.0,1668573867.0,2022-11-16 04:44:27
66.0,17.0,30.0,36.0,63.0,108.0,63.0,63.0,1668584804.0,2022-11-16 07:46:44
70.0,18.0,40.0,30.0,60.0,104.0,63.0,63.0,1667406978.0,2022-11-02 16:36:18
76.0,18.0,40.0,30.0,63.0,110.0,63.0,63.0,1667417927.0,2022-11-02 19:38:47
68.0,18.0,38.0,31.0,59.0,106.0,63.0,63.0,1667428919.0,2022-11-02 22:41:59
71.0,18.0,39.0,36.0,57.0,111.0,63.0,63.0,1667439148.0,2022-11-03 01:32:28
66.0,17.0,36.0,43.0,62.0,116.0,63.0,63.0,1667450004.0,2022-11-03 04:33:24
75.0,18.0,34.0,38.0,57.0,116.0,63.0,63.0,1667460970.0,2022-11-03 07:36:10
71.0,17.0,32.0,41.0,59.0,117.0,63.0,63.0,1667471588.0,2022-11-03 10:33:08
70.0,17.0,33.0,36.0,64.0,119.0,63.0,63.0,1667482365.0,2022-11-03 13:32:45
70.0,17.0,31.0,40.0,63.0,120.0,63.0,63.0,1667493633.0,2022-11-03 16:40:33
72.0,17.0,31.0,35.0,63.0,120.0,63.0,63.0,1667504169.0,2022-11-03 19:36:09
73.0,17.0,29.0,35.0,66.0,116.0,63.0,63.0,1667514875.0,2022-11-03 22:34:35
73.0,17.0,33.0,35.0,68.0,112.0,63.0,63.0,1667525532.0,2022-11-04 01:32:12
68.0,17.0,35.0,36.0,60.0,109.0,63.0,63.0,1667537534.0,2022-11-04 04:52:14
67.0,17.0,35.0,40.0,70.0,107.0,63.0,63.0,1667548912.0,2022-11-04 08:01:52
65.0,17.0,36.0,39.0,64.0,108.0,63.0,63.0,1667559288.0,2022-11-04 10:54:48
70.0,18.0,34.0,35.0,62.0,112.0,63.0,63.0,1667569538.0,2022-11-04 13:45:38
74.0,17.0,32.0,39.0,68.0,119.0,63.0,63.0,1667579716.0,2022-11-04 16:35:16
69.0,17.0,30.0,44.0,68.0,117.0,63.0,63.0,1667592523.0,2022-11-04 20:08:43
72.0,17.0,29.0,37.0,69.0,117.0,63.0,63.0,1667602953.0,2022-11-04 23:02:33
69.0,17.0,33.0,37.0,69.0,112.0,63.0,63.0,1667612224.0,2022-11-05 01:37:04
70.0,17.0,33.0,36.0,65.0,108.0,63.0,63.0,1667623963.0,2022-11-05 04:52:43
71.0,17.0,35.0,39.0,61.0,111.0,64.0,63.0,1667634028.0,2022-11-05 07:40:28
73.0,17.0,36.0,36.0,59.0,109.0,63.0,63.0,1667644403.0,2022-11-05 10:33:23
70.0,17.0,34.0,34.0,65.0,116.0,63.0,63.0,1667655792.0,2022-11-05 13:43:12
70.0,17.0,32.0,32.0,65.0,116.0,63.0,63.0,1667667001.0,2022-11-05 16:50:01
71.0,17.0,32.0,32.0,66.0,117.0,63.0,63.0,1667677096.0,2022-11-05 19:38:16
71.0,17.0,31.0,40.0,67.0,112.0,63.0,63.0,1667688457.0,2022-11-05 22:47:37
73.0,17.0,33.0,32.0,67.0,113.0,63.0,63.0,1667698399.0,2022-11-06 01:33:19
69.0,17.0,33.0,36.0,66.0,109.0,63.0,63.0,1667709110.0,2022-11-06 04:31:50
67.0,17.0,38.0,35.0,63.0,105.0,64.0,63.0,1667720256.0,2022-11-06 07:37:36
64.0,17.0,36.0,37.0,65.0,108.0,63.0,63.0,1667730911.0,2022-11-06 10:35:11
69.0,17.0,36.0,37.0,63.0,107.0,63.0,63.0,1667741675.0,2022-11-06 13:34:35
69.0,17.0,36.0,37.0,63.0,110.0,63.0,63.0,1667752335.0,2022-11-06 16:32:15
69.0,17.0,44.0,34.0,60.0,102.0,63.0,63.0,1667223821.0,2022-10-31 13:43:41
69.0,18.0,43.0,31.0,60.0,103.0,63.0,63.0,1667234467.0,2022-10-31 16:41:07
70.0,17.0,37.0,32.0,61.0,107.0,63.0,63.0,1668746572.0,2022-11-18 04:42:52
66.0,17.0,34.0,38.0,62.0,110.0,63.0,63.0,1668756777.0,2022-11-18 07:32:57
73.0,17.0,34.0,31.0,59.0,110.0,63.0,63.0,1668767792.0,2022-11-18 10:36:32
73.0,18.0,31.0,34.0,60.0,115.0,63.0,63.0,1668778562.0,2022-11-18 13:36:02
73.0,18.0,32.0,34.0,60.0,117.0,63.0,63.0,1668789845.0,2022-11-18 16:44:05
64.0,17.0,32.0,41.0,65.0,111.0,63.0,63.0,1668800327.0,2022-11-18 19:38:47
65.0,16.0,34.0,36.0,69.0,109.0,63.0,63.0,1668810801.0,2022-11-18 22:33:21
66.0,16.0,35.0,35.0,66.0,109.0,63.0,63.0,1668821522.0,2022-11-19 01:32:02
71.0,19.0,37.0,32.0,64.0,112.0,63.0,63.0,1668163005.0,2022-11-11 10:36:45
74.0,19.0,38.0,32.0,64.0,112.0,63.0,63.0,1668173805.0,2022-11-11 13:36:45
74.0,18.0,38.0,33.0,66.0,115.0,63.0,63.0,1668185250.0,2022-11-11 16:47:30
73.0,16.0,36.0,37.0,66.0,107.0,63.0,63.0,1668195169.0,2022-11-11 19:32:49
68.0,16.0,35.0,33.0,66.0,107.0,63.0,63.0,1668205982.0,2022-11-11 22:33:02
68.0,16.0,35.0,34.0,67.0,106.0,63.0,63.0,1668216673.0,2022-11-12 01:31:13
69.0,17.0,35.0,39.0,60.0,102.0,63.0,63.0,1668227679.0,2022-11-12 04:34:39
66.0,17.0,36.0,34.0,63.0,101.0,63.0,63.0,1668260513.0,2022-11-12 13:41:53
71.0,18.0,34.0,38.0,61.0,114.0,63.0,63.0,1668865182.0,2022-11-19 13:39:42
68.0,17.0,31.0,36.0,69.0,115.0,63.0,63.0,1668876447.0,2022-11-19 16:47:27
73.0,17.0,31.0,31.0,63.0,112.0,63.0,63.0,1668886454.0,2022-11-19 19:34:14
73.0,17.0,32.0,35.0,72.0,108.0,63.0,63.0,1668897111.0,2022-11-19 22:31:51
65.0,16.0,35.0,35.0,66.0,102.0,63.0,63.0,1668907959.0,2022-11-20 01:32:39
67.0,16.0,36.0,38.0,59.0,100.0,63.0,63.0,1668919088.0,2022-11-20 04:38:08
70.0,18.0,34.0,35.0,66.0,107.0,63.0,63.0,1667784715.0,2022-11-07 01:31:55
67.0,17.0,37.0,32.0,68.0,108.0,63.0,63.0,1667795591.0,2022-11-07 04:33:11
70.0,17.0,35.0,44.0,71.0,106.0,64.0,63.0,1667806424.0,2022-11-07 07:33:44
66.0,18.0,37.0,38.0,61.0,106.0,63.0,63.0,1667817404.0,2022-11-07 10:36:44
67.0,18.0,36.0,37.0,66.0,110.0,63.0,63.0,1667828193.0,2022-11-07 13:36:33
68.0,16.0,38.0,35.0,68.0,105.0,63.0,63.0,1667839096.0,2022-11-07 16:38:16
66.0,17.0,34.0,36.0,62.0,104.0,63.0,63.0,1667849764.0,2022-11-07 19:36:04
63.0,17.0,34.0,38.0,65.0,101.0,63.0,63.0,1667861018.0,2022-11-07 22:43:38
68.0,16.0,35.0,35.0,63.0,101.0,63.0,63.0,1667871497.0,2022-11-08 01:38:17
67.0,16.0,34.0,41.0,59.0,100.0,63.0,63.0,1667882949.0,2022-11-08 04:49:09
69.0,17.0,37.0,38.0,61.0,104.0,64.0,63.0,1667894180.0,2022-11-08 07:56:20
71.0,18.0,35.0,31.0,61.0,117.0,63.0,63.0,1667936925.0,2022-11-08 19:48:45
74.0,17.0,30.0,35.0,69.0,111.0,63.0,63.0,1668616304.0,2022-11-16 16:31:44
77.0,17.0,30.0,36.0,63.0,110.0,63.0,63.0,1668628126.0,2022-11-16 19:48:46
67.0,17.0,33.0,38.0,69.0,105.0,63.0,63.0,1668637924.0,2022-11-16 22:32:04
67.0,17.0,31.0,37.0,65.0,107.0,63.0,63.0,1668650098.0,2022-11-17 01:54:58
66.0,17.0,35.0,35.0,65.0,105.0,63.0,63.0,1668659806.0,2022-11-17 04:36:46
37.0,17.0,35.0,35.0,58.0,114.0,64.0,63.0,1668682441.0,2022-11-17 10:54:01
72.0,17.0,30.0,35.0,67.0,108.0,63.0,63.0,1668972739.0,2022-11-20 19:32:19
72.0,17.0,30.0,37.0,68.0,104.0,63.0,63.0,1668983843.0,2022-11-20 22:37:23
72.0,17.0,36.0,35.0,63.0,102.0,63.0,63.0,1668994507.0,2022-11-21 01:35:07
65.0,17.0,36.0,32.0,58.0,98.0,63.0,63.0,1669005567.0,2022-11-21 04:39:27
64.0,16.0,37.0,32.0,65.0,109.0,64.0,63.0,1669015964.0,2022-11-21 07:32:44
66.0,18.0,35.0,36.0,65.0,109.0,64.0,63.0,1669027027.0,2022-11-21 10:37:07
66.0,18.0,35.0,31.0,62.0,110.0,64.0,63.0,1669038876.0,2022-11-21 13:54:36
66.0,18.0,35.0,34.0,66.0,107.0,64.0,63.0,1669049921.0,2022-11-21 16:58:41
67.0,17.0,33.0,37.0,67.0,105.0,63.0,63.0,1669059225.0,2022-11-21 19:33:45
67.0,17.0,33.0,43.0,61.0,102.0,63.0,63.0,1669070221.0,2022-11-21 22:37:01
69.0,17.0,34.0,37.0,62.0,104.0,63.0,63.0,1669080769.0,2022-11-22 01:32:49
73.0,17.0,35.0,35.0,58.0,102.0,63.0,63.0,1667957723.0,2022-11-09 01:35:23
69.0,16.0,33.0,32.0,70.0,114.0,63.0,63.0,1667990026.0,2022-11-09 10:33:46
66.0,17.0,33.0,35.0,64.0,104.0,63.0,63.0,1669177998.0,2022-11-23 04:33:18
71.0,18.0,37.0,34.0,62.0,100.0,63.0,63.0,1669188752.0,2022-11-23 07:32:32
67.0,17.0,38.0,36.0,55.0,109.0,64.0,63.0,1669188752.0,2022-11-23 07:32:32
73.0,18.0,34.0,37.0,55.0,111.0,63.0,63.0,1669199651.0,2022-11-23 10:34:11
72.0,18.0,32.0,37.0,61.0,114.0,64.0,63.0,1669210405.0,2022-11-23 13:33:25
68.0,18.0,30.0,35.0,62.0,115.0,63.0,63.0,1669221155.0,2022-11-23 16:32:35
69.0,18.0,30.0,35.0,66.0,112.0,63.0,63.0,1669232192.0,2022-11-23 19:36:32
68.0,16.0,32.0,36.0,68.0,113.0,63.0,63.0,1669242885.0,2022-11-23 22:34:45
68.0,18.0,33.0,37.0,61.0,108.0,63.0,63.0,1669253765.0,2022-11-24 01:36:05
69.0,17.0,34.0,34.0,55.0,113.0,63.0,63.0,1669264746.0,2022-11-24 04:39:06
74.0,18.0,34.0,31.0,59.0,109.0,64.0,63.0,1669275763.0,2022-11-24 07:42:43
69.0,18.0,36.0,32.0,63.0,111.0,63.0,63.0,1669567295.0,2022-11-27 16:41:35
64.0,17.0,32.0,38.0,60.0,111.0,63.0,63.0,1669577792.0,2022-11-27 19:36:32
67.0,17.0,32.0,35.0,70.0,111.0,63.0,63.0,1669588331.0,2022-11-27 22:32:11
72.0,18.0,35.0,35.0,72.0,105.0,63.0,63.0,1669599407.0,2022-11-28 01:36:47
69.0,18.0,35.0,36.0,66.0,105.0,63.0,63.0,1669610581.0,2022-11-28 04:43:01
69.0,18.0,37.0,38.0,63.0,106.0,64.0,63.0,1669621332.0,2022-11-28 07:42:12
68.0,17.0,37.0,33.0,57.0,117.0,63.0,63.0,1669632156.0,2022-11-28 10:42:36
68.0,18.0,34.0,34.0,61.0,115.0,63.0,63.0,1669643933.0,2022-11-28 13:58:53
72.0,17.0,33.0,38.0,62.0,119.0,63.0,63.0,1669653171.0,2022-11-28 16:32:51
69.0,17.0,32.0,31.0,66.0,114.0,63.0,63.0,1669664123.0,2022-11-28 19:35:23
69.0,17.0,30.0,31.0,71.0,110.0,63.0,63.0,1669674914.0,2022-11-28 22:35:14
67.0,16.0,30.0,45.0,69.0,100.0,63.0,63.0,1669685826.0,2022-11-29 01:37:06
67.0,16.0,32.0,38.0,66.0,102.0,63.0,63.0,1669697356.0,2022-11-29 04:49:16
67.0,16.0,32.0,36.0,60.0,106.0,64.0,63.0,1669707317.0,2022-11-29 07:35:17
70.0,18.0,37.0,37.0,61.0,107.0,63.0,63.0,1669718214.0,2022-11-29 10:36:54
69.0,17.0,35.0,32.0,62.0,111.0,63.0,63.0,1669728943.0,2022-11-29 13:35:43
72.0,17.0,35.0,31.0,61.0,113.0,63.0,63.0,1669740662.0,2022-11-29 16:51:02
71.0,17.0,32.0,33.0,65.0,111.0,63.0,63.0,1669750985.0,2022-11-29 19:43:05
64.0,17.0,32.0,36.0,72.0,106.0,63.0,63.0,1669761264.0,2022-11-29 22:34:24
72.0,17.0,33.0,36.0,66.0,104.0,63.0,63.0,1669772280.0,2022-11-30 01:38:00
71.0,18.0,36.0,36.0,66.0,107.0,63.0,62.0,1668292415.0,2022-11-12 22:33:35
71.0,18.0,35.0,36.0,66.0,101.0,62.0,63.0,1668303887.0,2022-11-13 01:44:47
65.0,17.0,35.0,34.0,68.0,105.0,63.0,64.0,1668314619.0,2022-11-13 04:43:39
72.0,18.0,35.0,40.0,63.0,104.0,64.0,63.0,1668325121.0,2022-11-13 07:38:41
68.0,17.0,36.0,32.0,68.0,110.0,64.0,63.0,1668335656.0,2022-11-13 10:34:16
68.0,18.0,38.0,38.0,58.0,113.0,63.0,63.0,1668346625.0,2022-11-13 13:37:05
65.0,17.0,37.0,37.0,67.0,107.0,63.0,63.0,1669967301.0,2022-12-02 07:48:21
61.0,16.0,35.0,35.0,67.0,115.0,63.0,63.0,1669977902.0,2022-12-02 10:45:02
68.0,17.0,34.0,31.0,60.0,113.0,64.0,63.0,1669988849.0,2022-12-02 13:47:29
72.0,18.0,31.0,32.0,61.0,117.0,63.0,63.0,1669999261.0,2022-12-02 16:41:01
72.0,18.0,34.0,34.0,66.0,113.0,63.0,63.0,1670009649.0,2022-12-02 19:34:09
69.0,17.0,28.0,32.0,68.0,113.0,63.0,63.0,1670020513.0,2022-12-02 22:35:13
73.0,17.0,33.0,32.0,68.0,112.0,63.0,63.0,1670031461.0,2022-12-03 01:37:41
70.0,19.0,30.0,38.0,67.0,119.0,63.0,63.0,1669826030.0,2022-11-30 16:33:50
70.0,16.0,28.0,29.0,72.0,114.0,63.0,63.0,1669837046.0,2022-11-30 19:37:26
69.0,18.0,31.0,32.0,66.0,106.0,63.0,63.0,1669848243.0,2022-11-30 22:44:03
70.0,17.0,32.0,37.0,68.0,100.0,63.0,63.0,1669859216.0,2022-12-01 01:46:56
66.0,17.0,35.0,29.0,64.0,108.0,63.0,63.0,1669869350.0,2022-12-01 04:35:50
66.0,18.0,31.0,34.0,63.0,116.0,63.0,63.0,1669912333.0,2022-12-01 16:32:13
68.0,18.0,31.0,38.0,65.0,108.0,63.0,63.0,1669329213.0,2022-11-24 22:33:33
68.0,18.0,34.0,33.0,65.0,111.0,63.0,63.0,1669340585.0,2022-11-25 01:43:05
68.0,17.0,35.0,35.0,63.0,108.0,63.0,63.0,1669352502.0,2022-11-25 05:01:42
71.0,17.0,35.0,35.0,65.0,110.0,64.0,63.0,1669361749.0,2022-11-25 07:35:49
70.0,18.0,33.0,36.0,65.0,113.0,63.0,63.0,1669372334.0,2022-11-25 10:32:14
73.0,18.0,33.0,32.0,62.0,112.0,63.0,63.0,1669384395.0,2022-11-25 13:53:15
72.0,18.0,33.0,37.0,71.0,113.0,63.0,63.0,1669395071.0,2022-11-25 16:51:11
